horasEstudo,numeroFaltas,media,suporte,reforco,cluster
0.20,0.69,0.34,0.75,1.00,4
0.34,0.79,0.18,0.50,0.00,0
0.47,0.45,0.58,0.75,0.00,2
0.33,0.34,0.71,1.00,0.00,2
0.76,0.79,0.21,0.50,0.00,3
0.33,0.93,0.22,0.75,1.00,4
0.14,0.45,0.37,0.75,0.00,2
0.40,0.38,0.53,0.50,0.00,1
0.98,0.52,0.62,0.50,0.00,3
0.23,0.17,0.72,1.00,0.00,1
0.61,0.66,0.42,0.75,0.00,2
0.43,0.00,0.74,0.25,0.00,1
0.07,0.38,0.51,0.25,0.00,0
0.49,0.21,0.80,1.00,1.00,4
0.70,0.24,0.64,0.00,1.00,4
0.51,0.28,0.78,0.75,1.00,4
0.87,0.03,1.00,0.25,1.00,4
0.29,0.55,0.34,0.00,1.00,4
0.09,0.66,0.17,0.00,0.00,0
0.94,0.41,0.56,0.50,0.00,3
0.38,0.14,0.49,0.00,0.00,1
0.58,0.31,0.62,0.50,0.00,1
0.79,0.38,0.63,0.75,0.00,1
0.32,0.55,0.52,0.50,1.00,4
0.72,0.69,0.34,0.75,0.00,3
0.14,0.17,0.56,0.50,0.00,1
0.29,0.07,0.66,0.50,0.00,1
0.14,0.93,0.07,0.50,0.00,0
0.81,0.48,0.52,0.50,1.00,4
0.22,0.21,0.69,1.00,0.00,1
0.72,1.00,0.12,0.75,0.00,3
0.94,0.17,0.72,0.50,0.00,1
0.53,0.10,0.87,0.75,1.00,4
0.54,0.62,0.33,0.50,0.00,3
0.46,0.14,0.68,0.25,0.00,1
0.33,0.07,0.87,0.50,1.00,4
0.48,0.86,0.23,0.75,0.00,2
0.60,0.83,0.13,0.50,0.00,3
0.99,0.28,0.68,0.75,0.00,1
0.94,0.17,0.77,0.50,1.00,4
0.86,0.41,0.52,0.50,0.00,3
0.89,0.90,0.50,1.00,0.00,3
0.47,0.72,0.19,0.50,0.00,0
0.66,0.93,0.16,0.75,0.00,3
0.90,1.00,0.29,0.75,0.00,3
0.39,0.66,0.44,1.00,0.00,2
0.96,0.10,0.71,0.00,0.00,1
0.42,0.03,0.81,0.25,0.00,1
0.60,0.86,0.18,0.75,0.00,3
0.71,0.10,0.73,0.50,0.00,1
0.95,0.24,0.72,0.50,0.00,1
0.24,0.41,0.44,0.25,0.00,0
0.75,0.31,0.61,0.25,0.00,1
0.52,0.59,0.48,0.50,1.00,4
0.27,0.28,0.57,0.25,0.00,1
0.78,1.00,0.15,0.25,0.00,3
0.55,0.00,0.73,0.00,0.00,1
0.66,0.41,0.43,0.25,0.00,3
0.32,0.59,0.42,0.75,1.00,4
0.48,0.48,0.41,0.75,0.00,2
0.62,0.03,0.68,0.00,0.00,1
0.41,0.34,0.49,0.25,0.00,1
0.20,0.97,0.17,0.50,0.00,0
0.96,0.45,0.65,0.50,0.00,3
0.51,0.72,0.39,0.75,0.00,2
0.73,0.48,0.55,0.75,1.00,4
0.41,0.45,0.58,0.75,1.00,4
0.36,0.52,0.44,0.50,0.00,0
0.41,0.76,0.29,0.50,0.00,0
0.41,0.97,0.21,0.75,1.00,4
0.54,0.48,0.39,0.00,0.00,0
0.54,0.62,0.22,0.00,0.00,0
0.50,0.90,0.15,0.00,1.00,4
0.13,0.28,0.64,0.50,0.00,1
0.50,0.14,0.58,0.25,0.00,1
0.17,0.14,0.58,0.25,0.00,1
0.13,0.34,0.58,0.75,0.00,2
0.93,0.93,0.40,1.00,1.00,4
0.61,0.66,0.41,0.25,0.00,3
0.66,0.83,0.39,0.50,1.00,4
0.40,0.79,0.17,0.25,0.00,0
0.91,0.93,0.24,1.00,0.00,3
0.64,0.10,0.84,0.25,0.00,1
0.77,0.66,0.47,0.75,0.00,3
0.37,0.59,0.37,0.25,0.00,0
0.96,0.83,0.36,0.75,0.00,3
0.82,0.07,0.85,0.25,1.00,4
0.85,0.10,0.89,0.25,1.00,4
0.17,0.45,0.52,0.25,0.00,0
0.27,0.21,0.63,0.25,0.00,1
0.29,0.86,0.24,0.75,1.00,4
0.27,0.24,0.67,0.75,0.00,1
0.86,0.79,0.22,0.50,0.00,3
0.03,0.52,0.50,1.00,1.00,4
0.08,0.66,0.30,0.50,0.00,0
0.27,0.48,0.55,1.00,0.00,2
0.20,0.21,0.48,0.25,0.00,1
0.23,0.86,0.21,1.00,0.00,2
0.80,0.55,0.34,0.00,0.00,3
0.56,0.72,0.21,0.50,0.00,3
0.01,0.72,0.25,0.50,1.00,4
0.43,0.72,0.35,0.50,0.00,0
0.41,0.38,0.61,0.50,0.00,1
0.11,0.59,0.31,0.50,0.00,0
0.68,0.79,0.49,1.00,1.00,4
0.70,0.45,0.67,1.00,1.00,4
0.72,0.48,0.68,1.00,1.00,4
0.73,0.48,0.62,1.00,0.00,2
0.00,0.14,0.74,0.75,1.00,4
0.95,0.52,0.55,1.00,0.00,3
0.82,0.14,0.88,0.75,0.00,1
0.90,0.03,0.85,0.50,0.00,1
0.02,0.66,0.35,0.75,0.00,2
0.93,0.93,0.28,1.00,1.00,4
0.81,0.83,0.19,0.75,0.00,3
0.84,0.28,0.59,0.50,0.00,1
0.09,0.72,0.08,0.00,0.00,0
0.74,0.90,0.28,0.75,0.00,3
0.96,0.28,0.68,1.00,0.00,1
0.68,0.10,0.66,0.50,0.00,1
0.57,0.48,0.38,0.25,0.00,0
0.95,0.34,0.68,0.50,0.00,1
0.44,0.00,0.94,0.50,1.00,4
0.60,0.59,0.43,0.50,1.00,4
0.48,0.97,0.24,0.75,1.00,4
0.93,0.00,1.00,1.00,1.00,4
0.08,0.24,0.46,0.75,0.00,2
0.50,0.83,0.25,0.50,1.00,4
0.69,0.52,0.60,1.00,0.00,2
0.79,0.86,0.29,0.50,1.00,4
0.58,0.93,0.07,0.25,0.00,0
0.91,0.72,0.48,0.50,1.00,4
0.94,0.59,0.50,0.75,0.00,3
0.06,0.72,0.23,0.75,0.00,2
0.40,0.28,0.78,1.00,0.00,1
0.02,0.38,0.49,0.50,0.00,0
0.33,0.62,0.38,0.25,1.00,4
0.54,0.83,0.04,0.00,0.00,0
0.91,0.59,0.43,0.75,0.00,3
0.85,0.90,0.35,0.75,1.00,4
0.13,0.14,0.61,0.50,0.00,1
0.09,0.90,0.08,0.50,0.00,0
0.59,0.03,0.89,1.00,0.00,1
0.53,0.21,0.78,1.00,0.00,1
0.27,0.90,0.16,0.25,1.00,4
0.90,0.31,0.88,0.75,1.00,4
0.93,0.48,0.72,0.75,1.00,4
0.40,0.83,0.28,0.25,0.00,0
0.89,0.21,0.80,0.50,0.00,1
0.38,0.93,0.03,0.25,0.00,0
0.74,0.14,0.75,0.25,1.00,4
0.48,0.48,0.56,0.75,0.00,2
0.12,0.66,0.28,0.50,0.00,0
0.93,0.93,0.25,0.50,0.00,3
0.45,0.66,0.29,0.50,0.00,0
0.74,0.48,0.57,0.00,1.00,4
0.37,0.31,0.57,0.75,0.00,1
0.02,0.79,0.09,0.50,0.00,0
0.10,0.86,0.17,0.50,0.00,0
0.50,0.97,0.18,1.00,1.00,4
0.69,0.86,0.25,0.50,0.00,3
0.34,0.45,0.46,0.75,0.00,2
0.70,0.86,0.24,0.50,0.00,3
0.70,0.86,0.29,0.75,0.00,3
0.70,0.31,0.76,0.75,1.00,4
0.49,0.55,0.44,0.25,0.00,0
0.92,0.69,0.49,0.75,1.00,4
0.49,0.45,0.33,0.00,0.00,0
0.45,0.03,0.94,1.00,1.00,4
0.20,0.52,0.48,0.50,1.00,4
0.31,0.41,0.45,0.75,0.00,2
0.04,0.90,0.16,0.50,0.00,0
0.63,0.28,0.71,0.75,0.00,1
0.25,0.21,0.67,1.00,0.00,1
0.30,0.52,0.47,0.75,0.00,2
0.77,0.31,0.61,0.25,0.00,1
0.33,0.79,0.30,0.50,1.00,4
0.24,0.72,0.38,0.50,0.00,0
0.17,0.28,0.67,0.50,1.00,4
0.78,0.72,0.28,0.50,0.00,3
0.13,0.76,0.19,0.50,0.00,0
0.45,0.21,0.72,0.50,1.00,4
0.51,0.52,0.34,0.25,0.00,0
0.69,0.28,0.48,0.50,0.00,1
0.63,0.90,0.26,0.25,1.00,4
0.81,0.79,0.31,0.25,1.00,4
0.04,0.97,0.04,0.75,0.00,2
0.30,0.55,0.29,0.00,0.00,0
0.28,0.66,0.25,0.50,0.00,0
0.15,0.21,0.63,0.50,0.00,1
0.29,0.34,0.51,0.50,0.00,1
0.31,0.24,0.67,0.75,0.00,1
0.52,0.21,0.72,0.50,0.00,1
0.66,0.93,0.26,0.25,1.00,4
0.38,0.62,0.44,0.75,1.00,4
0.72,0.66,0.47,1.00,0.00,2
0.34,0.38,0.51,0.00,0.00,0
0.29,0.21,0.51,0.50,0.00,1
0.54,0.24,0.58,0.50,0.00,1
0.02,0.21,0.44,0.25,0.00,0
0.08,0.17,0.71,0.50,0.00,1
0.42,0.83,0.17,0.75,0.00,2
0.94,0.28,0.74,0.25,1.00,4
0.72,0.90,0.25,1.00,1.00,4
0.09,0.41,0.53,0.50,1.00,4
0.85,0.21,0.76,0.50,0.00,1
0.73,0.24,0.70,0.75,0.00,1
0.61,0.72,0.15,0.00,0.00,0
0.82,0.55,0.55,0.50,1.00,4
0.40,0.55,0.35,0.50,0.00,0
0.22,0.52,0.36,0.50,0.00,0
0.51,0.72,0.31,0.50,0.00,3
0.55,0.03,0.70,0.00,0.00,1
0.54,1.00,0.09,0.25,0.00,0
0.57,0.24,0.54,0.25,0.00,1
0.95,0.55,0.60,1.00,0.00,3
0.90,0.41,0.45,0.00,0.00,3
0.88,0.59,0.45,0.25,0.00,3
0.80,0.79,0.32,1.00,0.00,3
0.94,0.93,0.37,0.75,1.00,4
0.10,0.72,0.27,0.50,0.00,0
0.27,0.93,0.00,0.00,0.00,0
0.50,0.31,0.54,0.75,0.00,1
0.85,0.03,0.90,0.25,1.00,4
0.51,0.03,0.95,0.75,0.00,1
0.75,0.90,0.29,1.00,0.00,2
0.14,0.45,0.49,0.50,0.00,0
0.25,0.52,0.45,0.25,0.00,0
0.73,0.21,0.81,0.75,0.00,1
0.16,0.69,0.20,0.50,0.00,0
0.35,0.69,0.32,0.50,1.00,4
0.27,0.79,0.27,0.50,1.00,4
0.35,0.38,0.73,0.75,1.00,4
0.71,0.93,0.20,0.50,0.00,3
0.37,0.76,0.36,1.00,1.00,4
0.56,0.93,0.24,0.75,0.00,2
0.10,0.45,0.45,0.25,0.00,0
0.81,0.83,0.28,0.75,1.00,4
0.37,0.10,0.70,0.25,0.00,1
0.65,0.86,0.41,0.75,0.00,3
0.73,0.10,0.90,0.25,0.00,1
0.21,0.59,0.38,0.50,0.00,0
0.89,0.07,0.86,0.75,1.00,4
0.62,0.00,0.83,0.25,0.00,1
0.43,0.55,0.43,0.75,0.00,2
0.18,0.21,0.80,0.75,0.00,1
0.94,1.00,0.25,0.50,1.00,4
0.76,0.52,0.63,0.50,0.00,3
0.21,1.00,0.13,1.00,0.00,2
0.34,0.14,0.72,0.25,1.00,4
0.81,0.62,0.43,0.75,0.00,3
0.70,0.21,0.75,0.75,0.00,1
0.77,0.45,0.64,1.00,1.00,4
0.44,0.03,0.78,0.75,0.00,1
0.72,0.07,0.91,0.50,1.00,4
0.39,0.55,0.37,1.00,0.00,2
0.21,0.52,0.45,0.75,1.00,4
0.63,0.24,0.80,0.75,1.00,4
0.98,0.59,0.36,0.00,0.00,3
0.31,0.48,0.47,0.50,0.00,0
0.46,0.21,0.78,0.75,1.00,4
0.67,0.90,0.20,0.50,0.00,3
0.54,0.28,0.62,0.50,0.00,1
0.84,0.17,0.74,0.25,0.00,1
0.76,0.59,0.52,0.50,1.00,4
0.06,0.59,0.41,0.25,1.00,4
1.00,0.83,0.23,0.25,0.00,3
0.75,0.86,0.20,0.50,0.00,3
0.86,0.79,0.42,0.75,1.00,4
0.65,0.45,0.78,0.50,1.00,4
0.86,0.45,0.45,0.25,0.00,3
0.11,0.45,0.42,0.25,1.00,4
0.35,0.83,0.23,0.50,1.00,4
0.88,0.10,0.78,0.75,0.00,1
0.20,0.10,0.80,0.75,1.00,4
0.08,0.48,0.45,0.25,0.00,0
0.79,0.48,0.61,0.50,0.00,3
0.84,0.59,0.42,0.75,0.00,3
0.16,0.45,0.46,0.25,1.00,4
0.86,0.86,0.33,0.50,1.00,4
0.69,0.00,0.89,0.50,0.00,1
0.52,0.31,0.54,0.25,0.00,1
0.83,0.97,0.09,0.00,0.00,3
0.42,0.66,0.39,0.50,1.00,4
0.19,0.31,0.55,0.00,1.00,4
0.29,0.31,0.61,0.25,0.00,1
0.51,0.90,0.11,0.50,0.00,0
0.53,0.79,0.22,0.00,0.00,0
0.81,0.03,0.81,0.50,0.00,1
0.79,0.97,0.20,0.25,0.00,3
0.58,0.93,0.15,0.50,1.00,4
0.78,0.90,0.29,0.75,0.00,3
0.19,0.24,0.70,0.75,0.00,1
0.05,0.00,0.75,0.50,0.00,1
0.87,0.00,0.84,0.00,0.00,1
0.08,0.10,0.68,0.75,0.00,1
0.25,0.21,0.64,0.25,0.00,1
0.70,0.28,0.59,0.00,0.00,1
0.41,0.52,0.52,0.75,1.00,4
0.88,0.14,0.78,1.00,0.00,1
0.30,0.03,0.86,0.50,1.00,4
0.01,0.93,0.00,0.00,0.00,0
0.30,0.76,0.26,0.75,0.00,2
0.58,0.34,0.50,0.00,0.00,1
0.38,0.59,0.42,0.75,1.00,4
0.54,0.83,0.22,0.50,0.00,3
0.88,0.83,0.21,0.50,0.00,3
0.91,0.62,0.49,0.50,1.00,4
0.27,0.41,0.57,1.00,0.00,2
0.46,0.79,0.28,0.75,1.00,4
0.55,0.34,0.59,0.50,0.00,1
0.95,0.66,0.37,0.75,0.00,3
1.00,0.62,0.47,0.50,0.00,3
0.24,0.55,0.42,0.75,1.00,4
0.73,0.14,0.84,0.75,0.00,1
0.38,0.41,0.32,0.00,0.00,0
0.01,1.00,0.00,0.50,0.00,0
0.01,0.90,0.14,1.00,0.00,2
0.46,0.66,0.50,1.00,1.00,4
0.49,0.00,0.76,0.00,0.00,1
0.02,0.31,0.44,0.25,0.00,0
0.69,0.24,0.81,1.00,0.00,1
0.29,0.79,0.27,0.50,0.00,0
0.56,0.97,0.19,0.50,0.00,3
0.30,0.24,0.57,0.25,0.00,1
0.17,0.62,0.41,0.75,1.00,4
0.41,0.17,0.71,0.25,1.00,4
0.23,0.38,0.51,0.25,0.00,0
0.54,0.93,0.19,0.25,1.00,4
0.20,0.21,0.66,1.00,0.00,1
0.51,0.52,0.48,0.75,0.00,2
0.16,0.28,0.68,0.75,0.00,1
0.67,0.69,0.33,0.50,0.00,3
0.75,0.83,0.31,1.00,0.00,2
0.11,0.72,0.33,0.75,1.00,4
0.47,0.31,0.66,0.75,1.00,4
0.07,0.31,0.60,1.00,0.00,2
0.60,0.31,0.57,0.50,0.00,1
0.26,0.66,0.44,0.75,1.00,4
0.53,0.97,0.20,1.00,0.00,2
0.52,0.52,0.55,0.75,0.00,2
0.93,0.00,0.80,0.50,0.00,1
0.55,0.55,0.32,0.00,0.00,0
0.58,1.00,0.23,0.75,0.00,3
0.40,0.86,0.33,0.50,1.00,4
0.95,0.69,0.40,0.25,1.00,4
0.78,0.97,0.32,0.75,0.00,3
0.29,0.45,0.56,0.50,1.00,4
0.85,0.62,0.39,0.50,0.00,3
0.43,0.69,0.29,0.75,0.00,2
0.83,0.69,0.42,0.50,1.00,4
0.82,0.55,0.40,0.00,0.00,3
0.19,0.45,0.32,0.50,0.00,0
0.70,0.24,0.55,0.00,0.00,1
0.29,0.69,0.25,0.25,1.00,4
0.30,0.69,0.24,0.00,1.00,4
0.30,0.28,0.67,0.25,1.00,4
0.73,0.24,0.60,0.50,0.00,1
0.23,0.41,0.59,0.50,1.00,4
0.00,0.55,0.49,1.00,0.00,2
0.72,0.62,0.44,0.50,1.00,4
0.17,0.93,0.14,0.75,0.00,2
0.10,0.21,0.70,0.50,0.00,1
0.24,0.55,0.38,0.75,0.00,2
0.38,0.00,0.76,0.75,1.00,4
0.48,0.14,0.80,0.50,1.00,4
0.04,0.83,0.16,0.25,0.00,0
0.97,0.17,0.70,0.50,0.00,1
0.72,0.86,0.33,0.75,1.00,4
0.32,0.03,0.87,0.50,0.00,1
0.32,0.90,0.31,0.75,1.00,4
0.45,0.83,0.29,0.25,1.00,4
0.63,0.52,0.57,0.00,0.00,0
0.15,0.72,0.26,0.50,0.00,0
0.19,0.14,0.72,0.75,0.00,1
0.86,0.14,0.82,0.50,0.00,1
0.26,0.38,0.61,0.75,0.00,2
0.38,0.07,0.81,0.25,1.00,4
0.87,1.00,0.05,0.50,0.00,3
0.66,0.52,0.51,0.75,0.00,3
0.34,0.17,0.76,0.75,0.00,1
0.68,0.48,0.42,0.25,0.00,3
0.02,0.48,0.52,0.50,1.00,4
0.74,0.97,0.13,0.75,0.00,3
0.49,0.52,0.33,0.00,0.00,0
0.81,0.66,0.53,0.75,1.00,4
0.96,0.41,0.61,0.50,0.00,3
0.93,0.38,0.64,0.25,0.00,3
0.91,0.31,0.68,0.75,0.00,1
0.51,0.45,0.58,0.25,1.00,4
0.36,0.03,0.85,1.00,0.00,1
0.47,0.97,0.10,0.75,1.00,4
0.69,0.07,0.90,0.75,1.00,4
0.88,0.28,0.57,0.00,0.00,1
0.21,0.34,0.68,1.00,0.00,2
0.92,0.34,0.64,0.75,0.00,1
0.82,0.83,0.26,0.25,0.00,3
0.98,0.72,0.52,0.50,1.00,4
0.88,0.31,0.60,0.25,0.00,1
0.28,0.86,0.17,1.00,0.00,2
0.11,0.45,0.50,0.75,1.00,4
0.11,0.28,0.53,1.00,0.00,2
0.29,0.66,0.34,0.75,0.00,2
0.61,0.90,0.12,0.50,0.00,3
0.81,0.69,0.32,0.25,0.00,3
0.90,0.31,0.67,0.25,1.00,4
0.62,0.72,0.24,0.25,0.00,3
0.01,0.97,0.00,0.50,0.00,0
0.19,0.28,0.58,1.00,0.00,2
0.10,0.97,0.17,1.00,0.00,2
0.36,0.14,0.63,0.25,0.00,1
0.50,0.24,0.59,0.75,0.00,1
0.04,0.34,0.56,0.50,1.00,4
0.35,0.00,0.76,0.50,1.00,4
0.18,0.69,0.24,0.75,0.00,2
0.65,0.31,0.65,0.50,0.00,1
0.46,0.00,1.00,1.00,0.00,1
0.50,0.86,0.27,0.75,0.00,2
0.43,1.00,0.13,0.75,0.00,2
0.96,0.72,0.37,0.25,0.00,3
0.21,0.21,0.50,0.25,0.00,1
0.52,0.93,0.12,0.50,0.00,0
0.74,0.45,0.59,0.75,1.00,4
0.56,0.14,0.89,1.00,0.00,1
0.93,0.55,0.57,0.50,1.00,4
0.38,0.72,0.33,0.75,0.00,2
0.46,0.86,0.20,0.50,0.00,0
0.09,0.69,0.39,0.25,1.00,4
0.61,0.17,0.82,0.75,0.00,1
0.29,0.52,0.54,0.75,1.00,4
0.16,0.34,0.56,0.25,0.00,0
0.55,0.31,0.56,0.50,0.00,1
0.53,0.48,0.39,0.50,0.00,3
0.08,0.21,0.52,0.25,0.00,1
0.70,0.76,0.39,1.00,1.00,4
0.62,0.03,0.89,0.50,1.00,4
0.19,0.38,0.52,0.25,1.00,4
0.47,0.62,0.32,0.25,0.00,0
0.72,0.38,0.64,1.00,0.00,1
0.53,0.52,0.51,0.75,0.00,2
0.40,0.17,0.73,0.75,0.00,1
0.32,0.07,0.70,0.00,1.00,4
0.61,0.03,0.81,0.75,0.00,1
0.94,0.66,0.46,0.50,0.00,3
0.67,0.14,0.75,0.75,0.00,1
0.07,0.34,0.66,1.00,1.00,4
0.46,0.86,0.23,0.25,1.00,4
0.89,0.83,0.22,0.50,0.00,3
0.09,0.07,0.61,0.00,0.00,1
0.99,0.07,0.87,0.50,0.00,1
0.95,0.72,0.27,0.25,0.00,3
0.08,0.14,0.99,1.00,1.00,4
0.93,0.72,0.38,0.50,0.00,3
0.36,0.76,0.19,0.75,0.00,2
0.85,0.34,0.62,0.75,0.00,1
0.42,0.07,0.82,1.00,0.00,1
0.44,0.41,0.53,0.50,1.00,4
0.63,0.69,0.34,0.50,0.00,3
0.78,0.24,0.62,0.00,0.00,1
0.03,0.66,0.26,0.00,1.00,4
0.59,0.31,0.67,0.75,0.00,1
0.19,0.03,0.68,0.00,1.00,4
0.35,0.10,0.69,0.50,0.00,1
0.35,0.59,0.25,0.00,0.00,0
0.47,0.62,0.36,0.75,0.00,2
0.33,0.10,0.79,0.50,0.00,1
0.11,0.66,0.27,0.25,0.00,0
0.15,0.86,0.14,0.25,0.00,0
0.03,0.28,0.48,0.50,0.00,1
0.47,0.52,0.46,0.75,0.00,2
0.96,0.86,0.21,0.50,0.00,3
0.12,0.17,0.73,0.75,1.00,4
0.95,0.83,0.29,0.25,0.00,3
0.73,0.10,0.73,0.00,0.00,1
0.64,0.28,0.66,0.00,1.00,4
0.65,0.90,0.18,0.50,0.00,3
0.83,0.41,0.63,0.75,0.00,1
0.11,0.28,0.49,0.25,0.00,0
0.51,0.17,0.74,0.75,0.00,1
0.70,0.69,0.30,0.50,0.00,3
0.59,0.62,0.45,1.00,1.00,4
0.83,0.45,0.63,0.75,1.00,4
0.07,0.69,0.35,0.75,0.00,2
0.69,0.48,0.50,0.50,0.00,3
0.53,0.07,0.86,1.00,0.00,1
0.38,0.14,0.82,1.00,1.00,4
0.34,0.69,0.29,0.50,0.00,0
0.62,0.59,0.45,0.50,0.00,3
0.89,0.45,0.54,0.50,0.00,3
